PC=00000000, ---
PC=000001ec, REG[ 1]=000001f0
PC=000000b4, REG[ 2]=0000fd10
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd40
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff70
PC=000000cc, REG[15]=000002d9
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff74
PC=000000d8, REG[14]=000002cf
PC=000000dc, REG[15]=0000ff70
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff74
PC=000000e8, REG[14]=000002d9
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd70
PC=000000f8, REG[ 2]=0000fd40
PC=000000fc, ---
PC=000001f0, REG[15]=00000043
PC=000001f4, REG[15]=00000044
PC=000001f8, REG[10]=00000044
PC=000001fc, REG[ 1]=00000248
PC=00000200, REG[ 8]=0000fda0
PC=00000204, REG[ 2]=0000fd70
PC=00000208, ---
PC=00000248, ---
PC=0000024c, REG[15]=00000044
PC=00000250, REG[15]=00000043
PC=00000254, REG[12]=00000043
PC=00000258, REG[11]=00000044
PC=0000025c, REG[10]=0000fe60
PC=00000260, REG[ 1]=00000260
PC=00000264, REG[ 1]=00000268
PC=0000020c, REG[ 2]=0000fd40
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd70
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000044
PC=0000022c, REG[15]=00000043
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fda0
PC=00000290, REG[ 2]=0000fd70
PC=00000294, ---
PC=00000268, REG[15]=00000044
PC=0000026c, REG[15]=00000045
PC=00000270, REG[12]=00000045
PC=00000274, REG[11]=00000045
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fd40
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd70
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000045
PC=0000022c, REG[15]=00000045
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000284
PC=0000028c, REG[ 8]=0000fda0
PC=00000290, REG[ 2]=0000fd70
PC=00000294, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fdd0
PC=00000290, REG[ 2]=0000fda0
PC=00000294, ---
PC=00000268, REG[15]=00000046
PC=0000026c, REG[15]=00000047
PC=00000270, REG[12]=0000004d
PC=00000274, REG[11]=00000047
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fd70
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fda0
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000047
PC=0000022c, REG[15]=0000004d
PC=00000230, ---
PC=00000234, REG[12]=0000004d
PC=00000238, REG[11]=00000047
PC=0000023c, REG[10]=0000fe60
PC=00000240, REG[ 1]=00000240
PC=00000244, REG[ 1]=00000248
PC=00000100, REG[ 2]=0000fd40
PC=00000104, ---
PC=00000108, ---
PC=0000010c, REG[ 8]=0000fd70
PC=00000110, ---
PC=00000114, ---
PC=00000118, ---
PC=0000011c, REG[15]=0000004d
PC=00000120, REG[15]=00000134
PC=00000124, REG[14]=0000fe60
PC=00000128, REG[15]=0000ff94
PC=0000012c, REG[15]=000002e5
PC=00000130, ---
PC=00000134, REG[15]=00000047
PC=00000138, REG[15]=00000046
PC=0000013c, ---
PC=00000140, REG[15]=00000047
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=00000047
PC=000001b8, ---
PC=0000014c, REG[15]=00000047
PC=00000150, REG[15]=0000011c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff7c
PC=0000015c, REG[15]=00000316
PC=00000160, REG[14]=000002e5
PC=00000164, ---
PC=000001a4, REG[15]=00000047
PC=000001a8, REG[15]=00000048
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=00000048
PC=000001b8, ---
PC=0000014c, REG[15]=00000048
PC=00000150, REG[15]=00000120
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff80
PC=0000015c, REG[15]=000002f1
PC=00000160, REG[14]=000002e5
PC=00000164, ---
PC=000001a4, REG[15]=00000048
PC=000001a8, REG[15]=00000049
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=00000049
PC=000001b8, ---
PC=0000014c, REG[15]=00000049
PC=00000150, REG[15]=00000124
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff84
PC=0000015c, REG[15]=000002f4
PC=00000160, REG[14]=000002e5
PC=00000164, ---
PC=000001a4, REG[15]=00000049
PC=000001a8, REG[15]=0000004a
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=0000004a
PC=000001b8, ---
PC=0000014c, REG[15]=0000004a
PC=00000150, REG[15]=00000128
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff88
PC=0000015c, REG[15]=00000304
PC=00000160, REG[14]=000002e5
PC=00000164, ---
PC=000001a4, REG[15]=0000004a
PC=000001a8, REG[15]=0000004b
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=0000004b
PC=000001b8, ---
PC=0000014c, REG[15]=0000004b
PC=00000150, REG[15]=0000012c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff8c
PC=0000015c, REG[15]=00000325
PC=00000160, REG[14]=000002e5
PC=00000164, ---
PC=000001a4, REG[15]=0000004b
PC=000001a8, REG[15]=0000004c
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=0000004c
PC=000001b8, ---
PC=0000014c, REG[15]=0000004c
PC=00000150, REG[15]=00000130
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff90
PC=0000015c, REG[15]=00000314
PC=00000160, REG[14]=000002e5
PC=00000164, ---
PC=000001a4, REG[15]=0000004c
PC=000001a8, REG[15]=0000004d
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=0000004d
PC=000001b8, ---
PC=000001bc, REG[15]=00000046
PC=000001c0, REG[15]=00000047
PC=000001c4, REG[15]=0000011c
PC=000001c8, REG[14]=0000fe60
PC=000001cc, REG[13]=0000ff7c
PC=000001d0, REG[15]=0000004d
PC=000001d4, REG[15]=00000134
PC=000001d8, REG[14]=0000fe60
PC=000001dc, REG[15]=0000ff94
PC=000001e0, REG[11]=0000ff94
PC=000001e4, REG[10]=0000ff7c
PC=000001e8, REG[ 1]=000001e8
PC=000001ec, REG[ 1]=000001f0
PC=000000b4, REG[ 2]=0000fd10
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd40
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff7c
PC=000000cc, REG[15]=00000316
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff94
PC=000000d8, REG[14]=000002e5
PC=000000dc, REG[15]=0000ff7c
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff94
PC=000000e8, REG[14]=00000316
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd70
PC=000000f8, REG[ 2]=0000fd40
PC=000000fc, ---
PC=000001f0, REG[15]=00000046
PC=000001f4, REG[15]=00000047
PC=000001f8, REG[10]=00000047
PC=000001fc, REG[ 1]=00000248
PC=00000200, REG[ 8]=0000fda0
PC=00000204, REG[ 2]=0000fd70
PC=00000208, ---
PC=00000248, ---
PC=0000024c, REG[15]=00000047
PC=00000250, REG[15]=00000046
PC=00000254, REG[12]=00000046
PC=00000258, REG[11]=00000047
PC=0000025c, REG[10]=0000fe60
PC=00000260, REG[ 1]=00000260
PC=00000264, REG[ 1]=00000268
PC=0000020c, REG[ 2]=0000fd40
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd70
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000047
PC=0000022c, REG[15]=00000046
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fda0
PC=00000290, REG[ 2]=0000fd70
PC=00000294, ---
PC=00000268, REG[15]=00000047
PC=0000026c, REG[15]=00000048
PC=00000270, REG[12]=0000004d
PC=00000274, REG[11]=00000048
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fd40
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd70
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000048
PC=0000022c, REG[15]=0000004d
PC=00000230, ---
PC=00000234, REG[12]=0000004d
PC=00000238, REG[11]=00000048
PC=0000023c, REG[10]=0000fe60
PC=00000240, REG[ 1]=00000240
PC=00000244, REG[ 1]=00000248
PC=00000100, REG[ 2]=0000fd10
PC=00000104, ---
PC=00000108, ---
PC=0000010c, REG[ 8]=0000fd40
PC=00000110, ---
PC=00000114, ---
PC=00000118, ---
PC=0000011c, REG[15]=0000004d
PC=00000120, REG[15]=00000134
PC=00000124, REG[14]=0000fe60
PC=00000128, REG[15]=0000ff94
PC=0000012c, REG[15]=00000316
PC=00000130, ---
PC=00000134, REG[15]=00000048
PC=00000138, REG[15]=00000047
PC=0000013c, ---
PC=00000140, REG[15]=00000048
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=00000048
PC=000001b8, ---
PC=0000014c, REG[15]=00000048
PC=00000150, REG[15]=00000120
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff80
PC=0000015c, REG[15]=000002f1
PC=00000160, REG[14]=00000316
PC=00000164, ---
PC=00000168, REG[15]=00000047
PC=0000016c, REG[15]=00000048
PC=00000170, ---
PC=00000174, REG[15]=00000048
PC=00000178, REG[15]=00000120
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000ff80
PC=00000184, REG[15]=00000048
PC=00000188, REG[15]=00000120
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000ff80
PC=00000194, REG[11]=0000ff80
PC=00000198, REG[10]=0000ff80
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fce0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd10
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff80
PC=000000cc, REG[15]=000002f1
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff80
PC=000000d8, REG[14]=000002f1
PC=000000dc, REG[15]=0000ff80
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff80
PC=000000e8, REG[14]=000002f1
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd40
PC=000000f8, REG[ 2]=0000fd10
PC=000000fc, ---
PC=000001a4, REG[15]=00000048
PC=000001a8, REG[15]=00000049
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=00000049
PC=000001b8, ---
PC=0000014c, REG[15]=00000049
PC=00000150, REG[15]=00000124
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff84
PC=0000015c, REG[15]=000002f4
PC=00000160, REG[14]=00000316
PC=00000164, ---
PC=00000168, REG[15]=00000048
PC=0000016c, REG[15]=00000049
PC=00000170, ---
PC=00000174, REG[15]=00000049
PC=00000178, REG[15]=00000124
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000ff84
PC=00000184, REG[15]=00000049
PC=00000188, REG[15]=00000124
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000ff84
PC=00000194, REG[11]=0000ff84
PC=00000198, REG[10]=0000ff84
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fce0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd10
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff84
PC=000000cc, REG[15]=000002f4
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff84
PC=000000d8, REG[14]=000002f4
PC=000000dc, REG[15]=0000ff84
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff84
PC=000000e8, REG[14]=000002f4
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd40
PC=000000f8, REG[ 2]=0000fd10
PC=000000fc, ---
PC=000001a4, REG[15]=00000049
PC=000001a8, REG[15]=0000004a
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=0000004a
PC=000001b8, ---
PC=0000014c, REG[15]=0000004a
PC=00000150, REG[15]=00000128
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff88
PC=0000015c, REG[15]=00000304
PC=00000160, REG[14]=00000316
PC=00000164, ---
PC=00000168, REG[15]=00000049
PC=0000016c, REG[15]=0000004a
PC=00000170, ---
PC=00000174, REG[15]=0000004a
PC=00000178, REG[15]=00000128
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000ff88
PC=00000184, REG[15]=0000004a
PC=00000188, REG[15]=00000128
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000ff88
PC=00000194, REG[11]=0000ff88
PC=00000198, REG[10]=0000ff88
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fce0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd10
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff88
PC=000000cc, REG[15]=00000304
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff88
PC=000000d8, REG[14]=00000304
PC=000000dc, REG[15]=0000ff88
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff88
PC=000000e8, REG[14]=00000304
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd40
PC=000000f8, REG[ 2]=0000fd10
PC=000000fc, ---
PC=000001a4, REG[15]=0000004a
PC=000001a8, REG[15]=0000004b
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=0000004b
PC=000001b8, ---
PC=0000014c, REG[15]=0000004b
PC=00000150, REG[15]=0000012c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff8c
PC=0000015c, REG[15]=00000325
PC=00000160, REG[14]=00000316
PC=00000164, ---
PC=000001a4, REG[15]=0000004b
PC=000001a8, REG[15]=0000004c
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=0000004c
PC=000001b8, ---
PC=0000014c, REG[15]=0000004c
PC=00000150, REG[15]=00000130
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff90
PC=0000015c, REG[15]=00000314
PC=00000160, REG[14]=00000316
PC=00000164, ---
PC=00000168, REG[15]=0000004a
PC=0000016c, REG[15]=0000004b
PC=00000170, ---
PC=00000174, REG[15]=0000004b
PC=00000178, REG[15]=0000012c
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000ff8c
PC=00000184, REG[15]=0000004c
PC=00000188, REG[15]=00000130
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000ff90
PC=00000194, REG[11]=0000ff90
PC=00000198, REG[10]=0000ff8c
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fce0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd10
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff8c
PC=000000cc, REG[15]=00000325
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff90
PC=000000d8, REG[14]=00000314
PC=000000dc, REG[15]=0000ff8c
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff90
PC=000000e8, REG[14]=00000325
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd40
PC=000000f8, REG[ 2]=0000fd10
PC=000000fc, ---
PC=000001a4, REG[15]=0000004c
PC=000001a8, REG[15]=0000004d
PC=000001ac, ---
PC=000001b0, REG[14]=0000004d
PC=000001b4, REG[15]=0000004d
PC=000001b8, ---
PC=000001bc, REG[15]=0000004b
PC=000001c0, REG[15]=0000004c
PC=000001c4, REG[15]=00000130
PC=000001c8, REG[14]=0000fe60
PC=000001cc, REG[13]=0000ff90
PC=000001d0, REG[15]=0000004d
PC=000001d4, REG[15]=00000134
PC=000001d8, REG[14]=0000fe60
PC=000001dc, REG[15]=0000ff94
PC=000001e0, REG[11]=0000ff94
PC=000001e4, REG[10]=0000ff90
PC=000001e8, REG[ 1]=000001e8
PC=000001ec, REG[ 1]=000001f0
PC=000000b4, REG[ 2]=0000fce0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd10
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff90
PC=000000cc, REG[15]=00000325
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff94
PC=000000d8, REG[14]=00000316
PC=000000dc, REG[15]=0000ff90
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff94
PC=000000e8, REG[14]=00000325
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd40
PC=000000f8, REG[ 2]=0000fd10
PC=000000fc, ---
PC=000001f0, REG[15]=0000004b
PC=000001f4, REG[15]=0000004c
PC=000001f8, REG[10]=0000004c
PC=000001fc, REG[ 1]=00000248
PC=00000200, REG[ 8]=0000fd70
PC=00000204, REG[ 2]=0000fd40
PC=00000208, ---
PC=00000248, ---
PC=0000024c, REG[15]=0000004c
PC=00000250, REG[15]=0000004b
PC=00000254, REG[12]=0000004b
PC=00000258, REG[11]=00000048
PC=0000025c, REG[10]=0000fe60
PC=00000260, REG[ 1]=00000260
PC=00000264, REG[ 1]=00000268
PC=0000020c, REG[ 2]=0000fd10
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd40
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000048
PC=0000022c, REG[15]=0000004b
PC=00000230, ---
PC=00000234, REG[12]=0000004b
PC=00000238, REG[11]=00000048
PC=0000023c, REG[10]=0000fe60
PC=00000240, REG[ 1]=00000240
PC=00000244, REG[ 1]=00000248
PC=00000100, REG[ 2]=0000fce0
PC=00000104, ---
PC=00000108, ---
PC=0000010c, REG[ 8]=0000fd10
PC=00000110, ---
PC=00000114, ---
PC=00000118, ---
PC=0000011c, REG[15]=0000004b
PC=00000120, REG[15]=0000012c
PC=00000124, REG[14]=0000fe60
PC=00000128, REG[15]=0000ff8c
PC=0000012c, REG[15]=00000314
PC=00000130, ---
PC=00000134, REG[15]=00000048
PC=00000138, REG[15]=00000047
PC=0000013c, ---
PC=00000140, REG[15]=00000048
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=0000004b
PC=000001b4, REG[15]=00000048
PC=000001b8, ---
PC=0000014c, REG[15]=00000048
PC=00000150, REG[15]=00000120
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff80
PC=0000015c, REG[15]=000002f1
PC=00000160, REG[14]=00000314
PC=00000164, ---
PC=00000168, REG[15]=00000047
PC=0000016c, REG[15]=00000048
PC=00000170, ---
PC=00000174, REG[15]=00000048
PC=00000178, REG[15]=00000120
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000ff80
PC=00000184, REG[15]=00000048
PC=00000188, REG[15]=00000120
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000ff80
PC=00000194, REG[11]=0000ff80
PC=00000198, REG[10]=0000ff80
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fcb0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fce0
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff80
PC=000000cc, REG[15]=000002f1
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff80
PC=000000d8, REG[14]=000002f1
PC=000000dc, REG[15]=0000ff80
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff80
PC=000000e8, REG[14]=000002f1
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd10
PC=000000f8, REG[ 2]=0000fce0
PC=000000fc, ---
PC=000001a4, REG[15]=00000048
PC=000001a8, REG[15]=00000049
PC=000001ac, ---
PC=000001b0, REG[14]=0000004b
PC=000001b4, REG[15]=00000049
PC=000001b8, ---
PC=0000014c, REG[15]=00000049
PC=00000150, REG[15]=00000124
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff84
PC=0000015c, REG[15]=000002f4
PC=00000160, REG[14]=00000314
PC=00000164, ---
PC=00000168, REG[15]=00000048
PC=0000016c, REG[15]=00000049
PC=00000170, ---
PC=00000174, REG[15]=00000049
PC=00000178, REG[15]=00000124
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000ff84
PC=00000184, REG[15]=00000049
PC=00000188, REG[15]=00000124
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000ff84
PC=00000194, REG[11]=0000ff84
PC=00000198, REG[10]=0000ff84
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fcb0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fce0
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff84
PC=000000cc, REG[15]=000002f4
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff84
PC=000000d8, REG[14]=000002f4
PC=000000dc, REG[15]=0000ff84
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff84
PC=000000e8, REG[14]=000002f4
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd10
PC=000000f8, REG[ 2]=0000fce0
PC=000000fc, ---
PC=000001a4, REG[15]=00000049
PC=000001a8, REG[15]=0000004a
PC=000001ac, ---
PC=000001b0, REG[14]=0000004b
PC=000001b4, REG[15]=0000004a
PC=000001b8, ---
PC=0000014c, REG[15]=0000004a
PC=00000150, REG[15]=00000128
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff88
PC=0000015c, REG[15]=00000304
PC=00000160, REG[14]=00000314
PC=00000164, ---
PC=00000168, REG[15]=00000049
PC=0000016c, REG[15]=0000004a
PC=00000170, ---
PC=00000174, REG[15]=0000004a
PC=00000178, REG[15]=00000128
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000ff88
PC=00000184, REG[15]=0000004a
PC=00000188, REG[15]=00000128
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000ff88
PC=00000194, REG[11]=0000ff88
PC=00000198, REG[10]=0000ff88
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fcb0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fce0
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff88
PC=000000cc, REG[15]=00000304
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff88
PC=000000d8, REG[14]=00000304
PC=000000dc, REG[15]=0000ff88
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff88
PC=000000e8, REG[14]=00000304
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd10
PC=000000f8, REG[ 2]=0000fce0
PC=000000fc, ---
PC=000001a4, REG[15]=0000004a
PC=000001a8, REG[15]=0000004b
PC=000001ac, ---
PC=000001b0, REG[14]=0000004b
PC=000001b4, REG[15]=0000004b
PC=000001b8, ---
PC=000001bc, REG[15]=0000004a
PC=000001c0, REG[15]=0000004b
PC=000001c4, REG[15]=0000012c
PC=000001c8, REG[14]=0000fe60
PC=000001cc, REG[13]=0000ff8c
PC=000001d0, REG[15]=0000004b
PC=000001d4, REG[15]=0000012c
PC=000001d8, REG[14]=0000fe60
PC=000001dc, REG[15]=0000ff8c
PC=000001e0, REG[11]=0000ff8c
PC=000001e4, REG[10]=0000ff8c
PC=000001e8, REG[ 1]=000001e8
PC=000001ec, REG[ 1]=000001f0
PC=000000b4, REG[ 2]=0000fcb0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fce0
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000ff8c
PC=000000cc, REG[15]=00000314
PC=000000d0, ---
PC=000000d4, REG[15]=0000ff8c
PC=000000d8, REG[14]=00000314
PC=000000dc, REG[15]=0000ff8c
PC=000000e0, ---
PC=000000e4, REG[15]=0000ff8c
PC=000000e8, REG[14]=00000314
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd10
PC=000000f8, REG[ 2]=0000fce0
PC=000000fc, ---
PC=000001f0, REG[15]=0000004a
PC=000001f4, REG[15]=0000004b
PC=000001f8, REG[10]=0000004b
PC=000001fc, REG[ 1]=00000248
PC=00000200, REG[ 8]=0000fd40
PC=00000204, REG[ 2]=0000fd10
PC=00000208, ---
PC=00000248, ---
PC=0000024c, REG[15]=0000004b
PC=00000250, REG[15]=0000004a
PC=00000254, REG[12]=0000004a
PC=00000258, REG[11]=00000048
PC=0000025c, REG[10]=0000fe60
PC=00000260, REG[ 1]=00000260
PC=00000264, REG[ 1]=00000268
PC=0000020c, REG[ 2]=0000fce0
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd10
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000048
PC=0000022c, REG[15]=0000004a
PC=00000230, ---
PC=00000234, REG[12]=0000004a
PC=00000238, REG[11]=00000048
PC=0000023c, REG[10]=0000fe60
PC=00000240, REG[ 1]=00000240
PC=00000244, REG[ 1]=00000248
PC=00000100, REG[ 2]=0000fcb0
PC=00000104, ---
PC=00000108, ---
PC=0000010c, REG[ 8]=0000fce0
PC=00000110, ---
PC=00000114, ---
PC=00000118, ---
PC=0000011c, REG[15]=0000004a
PC=00000120, REG[15]=00000128
PC=00000124, REG[14]=0000fe60
PC=00000128, REG[15]=0000ff88
PC=0000012c, REG[15]=00000304
PC=00000130, ---
PC=00000134, REG[15]=00000048
PC=00000138, REG[15]=00000047
PC=0000013c, ---
PC=00000140, REG[15]=00000048
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=0000004a
PC=000001b4, REG[15]=00000048
PC=000001b8, ---
PC=0000014c, REG[15]=00000048
PC=00000150, REG[15]=00000120
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000ff80
PC=0000015c, REG[15]=000002f1
PC=00000160, REG[14]=00000304
PC=00000164, ---
PC=00000168, REG[15]=00000047
PC=0000016c, REG[15]=00000048
PC=00000170, ---
PC=00000174, REG[15]=00000048
PC=00000178, REG[15]=00000120
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000ff80
PC=00000184, REG[15]=00000048
PC=00000188, REG[15]=00000120
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000ff80
PC=00000194, REG[11]=0000ff80
PC=00000198, REG[10]=0000ff80
PC=0000019c, REG[ 1]=0000019c
